Title,Artist,Entry_Date,Entry_Position,Peak_Position,Total_Weeks,Popularity,Youtube viewcount,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,Movies_TV_feature_count,Oscars_won,Artist_lifetime_grammy_achievement,Artist_grammy_wins,Artist_grammy_nominations,artist popularity,TopSongsArtist,TopSongsArtist10,TopSongsArtist100
Don't Let Me Be Misunderstood,SANTA ESMERALDA starring LEROY GOMEZ,11/5/77,91,15,19,56,1153951,0.669,0.815,9,-8.998,0,0.0838,0.0329,0.00105,0.0498,0.784,117.809,628547,4,0,0,0,0,0,49,0,0,1
Come And Stay With Me,MARIANNE FAITHFULL,2/27/65,93,26,9,7,110524,0.379,0.419,5,-11.589,1,0.0281,0.603,0.000267,0.0822,0.665,155.962,147680,4,0,0,0,0,0,55,0,0,2
Bumble Bee,LaVERN BAKER,11/7/60,111,46,12,32,143634,0.632,0.465,5,-10.817,0,0.0366,0.702,1.10E-06,0.11,0.904,119.097,147373,4,0,0,0,0,0,46,0,1,4
My Girl,DYLAN SCOTT,5/13/17,93,39,20,73,52121798,0.652,0.719,1,-7.251,1,0.033,0.0353,0,0.108,0.24,94.969,197640,4,0,0,0,0,0,70,0,0,1
When I'm Gone,3 DOORS DOWN,11/23/02,67,4,45,64,63317514,0.496,0.765,7,-5.66,1,0.033,0.00457,0,0.104,0.337,74.072,260507,4,0,0,0,0,0,76,0,4,6
The Last Time,ROLLING STONES,3/27/65,79,9,10,41,1988080,0.329,0.926,9,-5.146,1,0.0629,0.129,0.852,0.745,0.385,167.435,221493,4,0,0,1,2,11,84,4,6,13
Got To Get You Off My Mind,SOLOMON BURKE,3/6/65,91,22,10,38,348591,0.746,0.55,2,-7.554,1,0.062,0.621,1.27E-06,0.0136,0.736,102.669,155080,4,0,0,0,0,1,59,0,0,13
Little Things,INDIA.ARIE,9/28/02,92,89,13,31,4496937,0.791,0.522,8,-9.562,1,0.107,0.0689,0.00106,0.198,0.527,92.982,209387,4,0,0,0,0,0,63,0,0,2
One Kiss For Old Times Sake,RONNIE DOVE,3/13/65,92,14,11,8,73908,0.289,0.446,4,-8.118,1,0.0343,0.742,1.05E-06,0.0955,0.469,116.378,181680,3,0,0,0,0,0,18,0,0,14
Cast Your Fate To The Wind,SHELBY FLINT,7/30/66,134,61,9,9,49152,0.366,0.401,1,-6.766,1,0.0314,0.583,0.000377,0.144,0.71,108.462,125200,4,0,0,0,0,0,35,0,0,2
Don't Mess Up A Good Thing,FONTELLA BASS &amp; BOBBY McCLURE,2/6/65,86,33,11,13,81103,0.632,0.639,10,-7.377,0,0.0875,0.476,5.79E-06,0.0515,0.907,177.121,182867,4,0,0,0,0,2,55,0,0,1
I'll Never Find Another You,SEEKERS,3/20/65,135,4,14,47,23002030,0.567,0.672,10,-7.666,1,0.0336,0.75,0.0837,0.367,0.79,126.509,162320,4,0,0,0,0,0,51,0,1,1
If I Ruled The World,NAS,6/22/96,65,53,20,69,32730314,0.879,0.564,10,-7.682,0,0.247,0.0474,9.43E-06,0.0519,0.523,93.908,282373,4,0,0,0,0,13,78,0,0,11
I Must Be Seeing Things,GENE PITNEY,2/20/65,131,31,8,27,242787,0.558,0.602,0,-7.686,1,0.0403,0.706,1.83E-06,0.133,0.44,109.051,147867,4,0,0,0,0,0,50,0,3,17
Mr. Pitiful,OTIS REDDING,2/13/65,124,41,10,41,342061,0.802,0.71,10,-5.25,0,0.123,0.033,3.68E-05,0.0976,0.783,126.754,151640,4,1,0,1,2,5,74,0,0,12
Ooo Baby Baby,MIRACLES,3/27/65,83,16,11,49,13328224,0.186,0.338,7,-9.362,1,0.0291,0.81,0,0.159,0.42,178.681,164160,3,0,0,0,0,0,51,1,0,12
Come See,MAJOR LANCE,2/27/65,125,40,8,6,4283,0.806,0.61,6,-9.024,1,0.0352,0.697,0,0.0404,0.927,119.574,140640,4,0,0,0,0,1,47,0,3,5
Silhouettes,HERMAN'S HERMITS,4/3/65,76,5,13,26,155543,0.547,0.623,7,-8.399,1,0.03,0.671,0,0.313,0.868,112.704,119107,4,0,0,0,0,0,55,2,7,8
Land Of 1000 Dances,CHRIS KENNER,9/7/63,121,121,1,17,41305,0.598,0.713,5,-11.366,0,0.0621,0.486,0.935,0.171,0.703,161.353,86347,4,0,0,0,0,1,28,0,1,0
I Understand (Just How You Feel),THE G-CLEFS,9/11/61,107,9,17,25,97823,0.468,0.362,4,-11.374,1,0.0325,0.835,0.0197,0.134,0.429,104.197,155267,3,0,0,0,0,0,57.77835159,0,1,1
It's Growing,TEMPTATIONS,4/3/65,77,18,9,31,2003696,0.475,0.539,5,-11.22,1,0.0369,0.651,1.09E-05,0.181,0.768,104.489,179573,4,0,0,0,4,9,73,2,3,12
Girl Don't Come,SANDIE SHAW,2/20/65,134,42,11,29,82860,0.472,0.328,7,-9.198,1,0.0324,0.764,0,0.118,0.632,77.445,133600,4,0,0,0,0,0,42,0,0,2
Baby The Rain Must Fall,GLENN YARBROUGH,3/6/65,135,12,15,21,414143,0.56,0.529,4,-10.105,1,0.0303,0.873,0,0.361,0.498,109.787,139040,4,0,0,0,0,8,28,0,0,2
For Mama,JERRY VALE,2/27/65,121,54,7,13,20598,0.306,0.453,4,-9.934,0,0.038,0.585,0,0.363,0.456,83.993,169933,4,0,0,0,0,0,53,0,0,3
Crazy Downtown,ALLAN SHERMAN,3/27/65,90,40,8,2,28285,0.603,0.581,9,-11.03,1,0.224,0.748,0,0.562,0.83,137.483,177227,4,0,0,0,1,5,31,0,0,2
10 Little Bottles,JOHNNY BOND,2/27/65,126,43,10,10,120567,0.451,0.467,7,-8.304,1,0.212,0.898,0,0.971,0.582,91.331,245507,4,0,0,0,0,1,35,0,0,2
Just Once In My Life,RIGHTEOUS BROTHERS,4/10/65,56,9,11,30,823935,0.258,0.398,2,-12.869,1,0.0357,0.623,7.76E-05,0.341,0.273,90.224,229200,4,0,0,0,0,2,64,1,2,4
We're Gonna Make It,LITTLE MILTON,3/27/65,89,25,11,27,175551,0.582,0.524,2,-12.606,1,0.0635,0.694,0,0.364,0.801,112.864,161600,4,0,0,0,0,2,39,0,0,5
Never Never Leave Me,MARY WELLS,3/6/65,125,54,8,0,66463,0.525,0.323,7,-15.211,1,0.0306,0.36,0.000134,0.0897,0.275,82.965,239387,4,0,0,0,0,3,57.77835159,0,3,10
And Roses And Roses,ANDY WILLIAMS,4/3/65,78,36,7,33,1726,0.154,0.185,5,-14.063,1,0.0315,0.911,0.000267,0.112,0.15,83.969,166107,4,0,0,0,1,4,68,0,3,16
Count Me In,GARY LEWIS AND THE PLAYBOYS,4/3/65,88,2,11,33,48096,0.446,0.677,5,-8.874,1,0.0386,0.308,1.37E-06,0.129,0.778,161.523,146267,4,0,0,0,0,0,43,0,5,7
It's Gonna Be Alright,GERRY AND THE PACEMAKERS,4/10/65,63,23,8,19,266849,0.427,0.822,9,-6.199,1,0.0416,0.0933,0,0.104,0.881,99.082,145640,4,0,0,0,0,0,52,0,3,3
Woman's Got Soul,IMPRESSIONS,4/3/65,79,29,7,20,8339,0.655,0.383,8,-12.807,1,0.0513,0.826,0,0.167,0.663,117.66,144373,4,0,0,0,0,1,55,0,1,8
The Barracuda,ALVIN CASH,3/27/65,80,59,7,1,10119,0.615,0.577,0,-9.253,1,0.0593,0.0383,0.00325,0.243,0.587,121.41,138602,4,0,0,0,0,0,13,0,0,3
Poor Man's Son,SURVIVOR,10/17/81,78,33,14,16,166226,0.672,0.572,0,-12.617,0,0.0612,0.48,5.89E-05,0.126,0.747,118.393,215733,4,0,0,0,1,1,71,1,3,11
The Birds Are For The Bees,NEWBEATS,4/3/65,74,50,7,1,3581,0.483,0.478,6,-13.621,1,0.0789,0.749,0,0.258,0.913,170.401,133707,4,0,0,0,0,0,21,0,0,4
Not Too Long Ago,UNIQUES,3/13/65,131,66,7,9,88028,0.489,0.464,9,-8.344,0,0.0501,0.782,0,0.223,0.919,132.876,142590,3,0,0,0,0,0,35,0,0,1
The Entertainer,BILLY JOEL,11/30/74,81,34,10,44,690192,0.606,0.912,7,-6.778,1,0.0394,0.0924,0,0.474,0.776,101.395,219000,4,1,0,0,5,23,79,3,7,24
(Here They Come) From All Over The World,JAN AND DEAN,2/27/65,133,56,7,26,17957,0.461,0.68,0,-10.699,1,0.0446,0.621,7.74E-06,0.906,0.957,149.771,164600,4,0,0,0,0,0,45,1,2,8
I Do Love You,GQ,6/30/79,85,20,17,44,21575371,0.465,0.48,7,-13.653,1,0.202,0.0343,2.93E-06,0.0427,0.365,184.611,288733,4,0,0,0,0,0,43,0,0,1
Subterranean Homesick Blues,BOB DYLAN,3/27/65,118,39,9,56,3143483,0.576,0.727,4,-9.973,0,0.05,0.702,0,0.324,0.751,173.854,141293,4,1,0,1,0,6,79,0,4,15
Whipped Cream,HERB ALPERT AND THE TIJUANA BRASS,2/20/65,100,68,12,37,195244,0.761,0.498,8,-10.415,1,0.0484,0.243,0.92,0.0747,0.964,147.836,154440,4,0,0,0,8,24,53,0,1,8
Goodbye My Love,JAMES BROWN,11/9/68,75,31,7,16,122155,0.545,0.38,3,-12.403,0,0.0438,0.0868,0,0.111,0.433,84.697,334773,3,0,0,1,0,4,59,0,3,47
Let's Do The Freddie,CHUBBY CHECKER,4/3/65,85,40,9,0,25408,0.669,0.757,11,-5.333,1,0.0301,0.291,0,0.117,0.944,152.322,146827,4,0,0,0,1,1,56,1,4,20
All Of My Life,LESLEY GORE,3/27/65,92,71,6,17,15954,0.544,0.499,6,-12.976,1,0.0397,0.845,0.0346,0.163,0.784,116.572,149693,4,0,0,0,0,3,54,1,2,14
Out In The Streets,SHANGRI-LAS,4/3/65,96,53,6,23,130997,0.375,0.464,6,-10.073,0,0.035,0.656,0,0.12,0.491,69.583,167093,3,0,0,0,0,0,47,0,2,5
Gee Baby (I'm Sorry),THREE DEGREES,3/6/65,100,80,8,6,49690,0.412,0.358,11,-10.461,1,0.0269,0.872,0,0.125,0.533,106.036,124200,4,0,0,0,0,0,51,0,0,3
Iko Iko,DIXIE CUPS,4/3/65,86,20,10,48,3606961,0.918,0.489,9,-13.85,0,0.193,0.413,0.000655,0.0795,0.962,100.406,122344,4,2,0,0,0,0,49,1,0,4
Wooly Bully,SAM THE SHAM AND THE PHARAOHS,3/27/65,128,2,19,49,4945603,0.582,0.575,7,-11.89,1,0.0529,0.713,3.66E-06,0.151,0.558,140.601,140867,4,2,0,0,0,0,47,0,3,6
Think Of The Good Times,JAY &amp; THE AMERICANS,3/27/65,94,57,8,19,91610,0.332,0.495,8,-11.345,1,0.0348,0.63,1.12E-06,0.327,0.658,113.194,170307,4,0,0,0,0,0,58,0,0,3
She's Coming Home,ZOMBIES,4/10/65,85,58,6,13,81825,0.315,0.431,4,-9.553,1,0.0308,0.517,1.46E-06,0.0831,0.385,126.227,158293,4,0,0,0,0,0,63,0,2,2
Dream On Little Dreamer,PERRY COMO,4/3/65,130,25,11,22,86988,0.616,0.167,4,-17.883,1,0.0503,0.888,0.00122,0.11,0.451,107.692,140067,4,1,0,1,1,4,65,0,0,6
The Record (Baby I Love You),BEN E. KING,3/27/65,120,84,4,0,12891,0.661,0.735,7,-10.733,1,0.0876,0.162,0,0.0773,0.693,113.403,151973,4,0,0,0,0,0,69,0,1,13
You Can Have Him,DIONNE WARWICK,3/13/65,95,75,8,8,4407,0.651,0.522,3,-13.653,1,0.0827,0.202,0,0.129,0.533,111.285,209908,5,0,0,0,5,14,63,0,6,23
It's Not Unusual,GLEE CAST,10/8/11,65,65,1,43,3725458,0.408,0.975,0,-4.339,1,0.137,0.0313,0,0.353,0.635,183.962,125267,4,0,0,0,0,1,81,0,1,70
"Every Night, Every Day",JIMMY McCRACKLIN,3/27/65,126,91,5,2,3850,0.602,0.375,5,-12.873,1,0.0281,0.777,0,0.147,0.562,101.571,148813,3,0,0,0,0,0,28,0,0,3
See You At The Go-Go,DOBIE GRAY,4/3/65,95,69,7,6,18982,0.562,0.72,10,-9.246,0,0.0397,0.00547,0.00464,0.121,0.842,114.117,178480,4,0,0,0,0,0,48,0,0,3
Why Did I Choose You,BARBRA STREISAND,3/27/65,130,77,6,12,71544,0.158,0.119,8,-18.012,1,0.0367,0.962,7.00E-05,0.12,0.106,168.609,168733,3,0,0,1,8,44,68,3,4,19
Don't Let Your Left Hand Know,JOE TEX,4/10/65,95,95,1,1,6921,0.7,0.683,4,-9.829,1,0.0417,0.699,0,0.0739,0.971,139.748,141040,4,0,0,0,0,7,42,0,2,19
What Do You Want With Me,CHAD STEWART &amp; JEREMY CLYDE,4/10/65,97,51,8,6,16803,0.62,0.53,6,-9.331,0,0.0316,0.377,0,0.13,0.884,127.463,177360,4,0,0,0,0,0,57.77835159,0,1,2
Dear Dad,CHUCK BERRY,4/3/65,100,95,5,22,30034,0.657,0.747,5,-7.405,0,0.0606,0.453,0,0.305,0.981,151.517,109173,4,0,0,1,0,0,71,1,1,8
Try To Remember,THE BROTHERS FOUR,10/16/65,124,91,7,39,2807829,0.469,0.211,7,-17.185,1,0.0283,0.815,0.00166,0.102,0.301,99.248,173987,3,0,0,0,0,0,45,0,0,2
A Woman Can Change A Man,JOE TEX,4/10/65,100,56,7,2,325926,0.519,0.687,0,-13.092,1,0.432,0.657,0,0.399,0.836,144.294,164867,4,0,0,0,0,7,42,0,2,19
I've Got Five Dollars And It's Saturday Night,GEORGE AND GENE (GEORGE JONES &amp; GENE PITNEY),2/27/65,130,99,9,7,96870,0.544,0.617,9,-12.929,1,0.0538,0.579,0.0029,0.0816,0.961,168.543,129387,4,0,0,1,0,0,17,0,0,1
"Baby, Please Don't Go",THEM,3/13/65,132,102,8,43,344672,0.72,0.705,5,-6.82,1,0.0408,0.506,1.12E-06,0.147,0.775,106.332,162293,4,0,0,0,0,0,53,0,0,1
Nothing Can Stop Me,GENE CHANDLER,4/10/65,107,18,13,7,90373,0.609,0.501,1,-9.324,1,0.0505,0.276,0,0.362,0.719,119.788,179267,4,0,0,0,0,0,45,1,0,13
Carmen,BRUCE AND TERRY,3/27/65,127,107,4,13,13901,0.45,0.687,7,-8.752,0,0.0336,0.0529,0.0157,0.714,0.0801,84.322,295547,4,0,0,0,0,0,57.77835159,0,0,0
Begin To Love,ROBERT GOULET,2/27/65,119,110,7,10,6166,0.421,0.653,10,-12.357,1,0.0527,0.946,3.54E-05,0.525,0.332,107.112,128467,3,0,0,0,1,1,37,0,0,2
This Is It,KENNY LOGGINS,10/20/79,82,11,23,53,6805920,0.641,0.497,7,-12.228,0,0.029,0.254,2.20E-06,0.159,0.743,102.274,236733,4,1,0,0,2,12,73,0,3,12
Losing You,BRENDA LEE,4/6/63,82,6,13,18,480645,0.322,0.189,4,-14.875,1,0.0317,0.765,1.81E-06,0.531,0.394,71.558,151973,4,0,0,1,0,4,63,2,8,15
That'll Be The Day,LINDA RONSTADT,8/21/76,71,11,16,29,421172,0.66,0.439,5,-14.79,1,0.0344,0.31,0,0.302,0.901,125.066,151600,4,0,0,1,10,26,63,0,4,10
(Somebody) Ease My Troublin' Mind,SAM COOKE,4/10/65,115,115,1,27,587657,0.424,0.479,7,-10.319,1,0.0278,0.494,0,0.165,0.488,94.345,173280,3,0,0,1,0,6,73,0,3,17
True Love Ways,MICKEY GILLEY,8/17/80,86,66,7,26,415118,0.545,0.207,10,-12.628,1,0.0282,0.648,1.88E-06,0.112,0.185,81.678,178933,4,0,0,0,1,1,46,0,0,2
Teasin' You,WILLIE TEE,2/27/65,109,97,7,11,23495,0.722,0.358,1,-10.904,1,0.0399,0.347,0,0.112,0.734,61.039,165333,4,0,0,0,0,0,24,0,0,1
"Chim, Chim, Cheree",THE NEW CHRISTY MINSTRELS,3/20/65,115,115,2,28,4725,0.474,0.0945,2,-18.78,0,0.0414,0.986,0.874,0.105,0.181,109.373,201689,3,0,0,0,0,0,57.77835159,0,0,2
Chim Chim Cheree,NEW CHRISTIE MINSTRELS,4/10/65,118,81,7,0,5748,0.514,0.426,0,-11.647,0,0.0429,0.641,0,0.0828,0.511,100.07,150375,3,0,0,0,0,0,57.77835159,0,0,1
Shakin' All Over,THE GUESS WHO,4/10/65,123,22,15,48,1001646,0.646,0.828,9,-9.278,1,0.0379,0.0666,0.0255,0.434,0.958,123.894,165093,4,0,0,0,0,0,62,0,0,7
Tomorrow Night,B.B. KING,11/24/62,106,106,1,5,3571,0.418,0.594,5,-5.855,1,0.0305,0.108,0.000608,0.146,0.666,106.547,215093,3,0,0,1,0,0,69,0,0,22
I Need You,LeANN RIMES,5/27/00,77,11,25,48,7318720,0.478,0.736,7,-7.124,1,0.0367,0.02,9.58E-05,0.118,0.564,144.705,229827,4,0,0,0,2,7,65,0,0,7
Talk About Love,ADAM FAITH,4/10/65,126,97,3,0,2626,0.499,0.923,9,-4.552,1,0.0708,0.49,0.0135,0.717,0.772,79.206,162667,4,0,0,0,0,0,35,0,0,1
Girl On The Billboard,DEL REEVES,5/8/65,115,96,9,27,769722,0.626,0.72,2,-10.663,1,0.0369,0.736,0,0.307,0.959,83.217,162867,4,0,0,0,0,2,29,0,0,1
Good Lovin',OLYMPICS,4/10/65,130,81,8,12,84704,0.541,0.777,2,-9.259,1,0.0906,0.367,0.00475,0.309,0.703,88.092,150867,4,0,0,0,0,0,27,0,0,6
T.C.B.,DEE CLARK,4/10/65,132,132,1,1,3538,0.72,0.895,10,-4.875,1,0.0483,0.437,5.12E-06,0.0997,0.952,108.986,159093,4,0,0,0,0,0,24,0,1,8
"Hush, Hush, Sweet Charlotte",PATTI PAGE,4/10/65,133,8,16,38,279081,0.335,0.163,10,-17.254,1,0.031,0.782,0,0.316,0.513,84.315,152360,4,1,0,1,1,1,57.77835159,0,2,5
Cry Me A River,JOE COCKER,10/9/70,62,11,9,25,739133,0.351,0.803,4,-7.117,0,0.0718,0.323,2.55E-06,0.833,0.673,134.006,240933,4,0,0,0,0,7,68,0,1,12
Just My Imagination,TEMPTATIONS,2/6/71,71,1,15,54,31598999,0.431,0.239,0,-15.402,1,0.0276,0.897,0.00961,0.179,0.455,92.492,228160,4,0,0,0,4,9,73,2,3,12
What's Going On,ALL STAR TRIBUTE,10/6/01,51,27,10,21,1526798,0.423,0.864,6,-6.817,0,0.395,0.0283,0,0.375,0.698,100.316,259042,4,0,0,0,0,0,16,0,0,1
Joy To The World,THREE DOG NIGHT,3/13/71,58,1,17,58,986465,0.651,0.668,2,-12.413,1,0.0311,0.472,0.00204,0.355,0.972,126.99,220573,4,3,0,0,0,2,61,3,7,9
She's A Lady,TOM JONES,2/6/71,60,2,14,48,4018241,0.449,0.912,11,-8.162,0,0.306,0.153,0.000354,0.495,0.614,119.332,172467,4,0,0,0,0,3,64,0,2,17
For All We Know,DINAH WASHINGTON,9/15/62,114,108,2,9,189036,0.261,0.212,10,-13.025,1,0.0349,0.876,0.0139,0.22,0.14,114.03,195147,1,0,1,0,1,1,61,0,1,11
Me & Bobby McGee,JANIS JOPLIN,1/30/71,94,1,15,65,21221781,0.453,0.464,2,-10.96,1,0.0431,0.302,5.96E-05,0.152,0.658,93.19,271333,4,0,0,1,0,2,68,1,0,2
Doesn't Somebody Want To Be Wanted,PARTRIDGE FAMILY,2/6/71,103,6,13,26,186850,0.747,0.396,10,-13.134,1,0.0349,0.687,0,0.0452,0.852,113.106,169267,4,0,0,0,0,1,46,0,2,0
Another Day,PAUL McCARTNEY,3/6/71,55,5,12,38,2663628,0.708,0.337,7,-13.162,1,0.0338,0.312,0.0108,0.119,0.852,122.235,222533,3,2,0,1,18,78,76,1,3,9
One Toke Over The Line,BREWER &amp; SHIPLEY,1/30/71,103,10,16,41,465628,0.586,0.871,0,-6.867,1,0.0341,0.13,0,0.106,0.921,77.594,199173,4,0,0,0,0,0,36,0,1,1
Wild World,MR. BIG,10/9/93,77,27,20,56,1657548,0.573,0.722,5,-6.518,1,0.0295,0.182,0,0.29,0.59,144.209,208560,4,0,0,0,0,0,63,1,0,3
(Where Do I Begin) Love Story,TONY BENNETT,2/13/71,125,114,5,30,30024,0.238,0.432,9,-8.72,0,0.0375,0.741,0,0.751,0.106,81.681,240987,3,0,0,1,18,34,70,0,0,15
What Is Life,GEORGE HARRISON,2/27/71,66,10,9,56,11089859,0.468,0.834,4,-5.806,1,0.0323,0.00467,0.000454,0.318,0.878,131.322,264413,4,2,0,1,12,39,73,2,2,6
Never Can Say Goodbye,GLORIA GAYNOR,10/12/74,110,9,20,31,8503244,0.628,0.868,2,-5.178,0,0.0348,0.121,0.781,0.417,0.822,126.662,178760,4,1,0,0,1,5,67,1,1,4
Put Your Hand In The Hand,OCEAN,3/6/71,111,2,15,30,749379,0.833,0.475,9,-14.951,1,0.0403,0.0489,0.000104,0.0759,0.978,136.384,176707,4,0,0,0,0,0,21,0,1,3
No Love At All,B.J. THOMAS,2/20/71,101,16,12,15,13977,0.542,0.536,0,-8.369,1,0.0372,0.391,0,0.117,0.627,164.097,202467,4,0,0,0,0,0,56,1,2,14
Oye Como Va,SANTANA,2/20/71,82,13,10,60,7541384,0.736,0.379,7,-13.208,1,0.0539,0.301,0.345,0.104,0.948,128.399,256933,4,0,0,0,8,12,75,0,2,12
I Am..I Said,NEIL DIAMOND,3/20/71,101,4,15,46,6312788,0.268,0.379,10,-14.286,1,0.0268,0.177,5.66E-06,0.0885,0.568,90.422,213200,4,0,0,0,1,13,71,2,8,28
Temptation Eyes,GRASS ROOTS,12/18/70,112,15,19,44,2628376,0.566,0.727,3,-10.531,1,0.0264,0.0404,1.63E-06,0.0914,0.885,134.693,159600,4,0,0,0,0,0,53,0,0,6
Heavy Makes You Happy,STAPLE SINGERS,2/6/71,97,21,15,19,64744,0.717,0.586,0,-12.851,1,0.0319,0.591,0.000367,0.61,0.972,124.193,186000,4,0,0,1,0,5,59,1,0,5
Blue Money,VAN MORRISON,2/6/71,79,23,12,28,188582,0.665,0.46,2,-14.902,1,0.041,0.787,0.0015,0.0601,0.819,153.971,228107,4,0,0,0,2,7,77,0,1,8
Stay Awhile,DUSTY SPRINGFIELD,3/28/64,80,38,7,19,187773,0.397,0.831,2,-5.209,1,0.0502,0.539,0,0.267,0.661,131.368,118627,4,0,0,0,0,2,67,0,4,11
You're All I Need To Get By,JOHNNY MATHIS &amp; DENICE WILLIAMS,7/29/78,84,47,8,6,4640,0.338,0.729,1,-9.398,1,0.087,0.197,0,0.0829,0.672,201.88,159533,4,0,0,1,0,1,63,0,0,1
Eighteen,ALICE COOPER,2/13/71,103,27,11,55,5516826,0.618,0.413,4,-14.164,0,0.0302,0.249,0.0517,0.131,0.531,97.84,180760,4,0,0,0,0,2,69,0,2,17
If,TIMI YURO,8/22/64,123,120,3,9,109126,0.586,0.456,0,-12.276,1,0.0446,0.811,7.33E-06,0.234,0.964,138.288,155667,4,0,0,0,0,1,40,0,1,6
Soul Power,JAMES BROWN,2/27/71,84,29,9,29,457636,0.63,0.91,7,-5.294,1,0.0925,0.0895,8.14E-06,0.103,0.559,115.386,373333,4,0,0,1,0,4,59,0,3,47
I Play And Sing,DAWN,3/20/71,121,25,9,18,21173,0.716,0.741,5,-9.223,1,0.0499,0.137,0,0.0527,0.903,124.652,140574,4,0,0,0,0,0,49,1,1,3
Cried Like A Baby,BOBBY SHERMAN,2/6/71,107,16,10,8,64099,0.432,0.551,1,-9.839,1,0.0474,0.666,0.000193,0.56,0.683,153.793,196673,4,0,0,0,0,0,27,0,4,6
Dream Baby,ROY ORBISON,2/17/62,77,4,12,40,1913261,0.436,0.525,5,-9.248,1,0.0321,0.541,2.82E-05,0.11,0.877,153.618,153800,4,0,0,1,5,9,71,2,6,15
Where Did They Go Lord,ELVIS PRESLEY,3/13/71,60,33,7,21,54047,0.433,0.399,2,-12.859,1,0.0366,0.436,2.78E-05,0.0813,0.438,82.189,147667,3,0,0,1,3,14,82,2,13,48
One Bad Apple,OSMONDS,1/2/71,78,1,15,30,954014,0.595,0.49,0,-12.3,1,0.0462,0.348,0,0.327,0.907,100.367,167640,4,0,0,0,0,0,39,1,1,1
Baby Let Me Kiss You,KING FLOYD,3/13/71,88,29,11,20,47048,0.863,0.538,9,-7.406,1,0.0987,0.482,0.0732,0.0398,0.88,74.763,174867,4,0,0,0,0,1,42,0,0,2
Amos Moses,JERRY REED,10/9/70,103,102,2,49,5862571,0.75,0.711,2,-10.633,1,0.0641,0.526,0.000653,0.0282,0.961,105.636,139760,4,0,0,0,3,9,57,0,1,6
Free,ULTRA NATE,8/23/97,92,75,19,54,7569948,0.756,0.915,8,-6.094,1,0.0371,0.00405,0.000171,0.0371,0.741,124.97,233293,4,0,0,0,0,0,51,0,0,1
Friends,JUSTIN BIEBER + BLOODPOP,9/9/17,20,20,10,85,27909038,0.744,0.752,8,-5.316,1,0.0368,0.00398,0,0.307,0.65,104.99,189467,4,0,0,0,1,7,97,0,0,1
Chick-A-Boom,DADDY DEWDROP,2/20/71,116,9,18,15,342554,0.781,0.734,0,-6.777,1,0.0511,0.0309,0,0.216,0.964,124.55,171533,4,0,0,0,0,0,13,0,2,0
Power To The People,JOHN LENNON &amp; PLASTIC ONO BAND,4/3/71,73,11,9,42,156208,0.613,0.704,2,-9.369,1,0.0601,0.00497,0,0.337,0.746,113.154,202560,4,0,0,1,7,34,72,0,0,1
Timothy,BUOYS,1/23/71,101,17,20,26,190280,0.586,0.724,9,-11.512,0,0.0316,0.373,0.000201,0.0795,0.973,138.984,167413,4,0,0,0,0,0,28,0,0,1
I Love You For All Seasons,THE FUZZ,1/9/71,109,21,22,40,2281121,0.477,0.464,7,-10.818,0,0.0272,0.567,0,0.487,0.689,77.917,184635,4,0,0,0,0,0,31,0,0,3
I Don't Blame You At All,SMOKEY ROBINSON AND THE MIRACLES,3/20/71,79,18,12,14,35258,0.826,0.456,1,-10.419,1,0.0787,0.258,7.01E-05,0.0501,0.769,124.343,190053,4,0,0,1,1,5,63,0,3,4
When There's No You,ENGELBERT HUMPERDINCK,2/27/71,106,45,8,14,71042,0.217,0.449,4,-5.714,1,0.0336,0.817,0.000198,0.214,0.114,165.098,174813,4,0,0,0,0,2,61,0,2,15
Do Me Right,DYNASTY,11/30/80,103,103,2,13,906174,0.775,0.739,0,-9.195,0,0.0365,0.087,1.31E-05,0.0605,0.963,113.092,369012,4,0,0,0,0,0,21,0,0,1
Woodstock,THE ASSEMBLED MULTITUDE,9/25/70,103,79,5,2,3994,0.303,0.173,9,-16.516,0,0.0336,0.768,0.45,0.0958,0.288,109.632,139320,4,0,0,0,0,0,7,0,0,1
Sit Yourself Down,STEPHEN STILLS,3/13/71,55,37,6,29,43024,0.296,0.545,7,-13.079,1,0.0372,0.0564,9.68E-06,0.11,0.707,87.857,185493,4,0,0,0,1,8,56,0,0,5
Ask Me No Questions,B.B. KING,2/13/71,100,40,10,12,18550,0.747,0.39,9,-13.755,1,0.0387,0.386,0.196,0.0419,0.671,110.474,188573,4,0,0,1,0,0,69,0,0,22
I Won't Mention It Again,RAY PRICE,3/20/71,72,42,14,20,109623,0.352,0.183,5,-16.143,1,0.0278,0.624,0.000254,0.136,0.51,80.517,220240,4,0,0,0,2,7,48,0,0,5
Pushbike Song,MIXTURES,3/6/71,84,44,11,3,95941,0.614,0.474,9,-13.533,1,0.257,0.448,0.000202,0.28,0.876,167.623,157000,4,0,0,0,0,0,19,0,0,1
Time And Love,BARBRA STREISAND,3/20/71,82,51,7,11,16306,0.338,0.438,0,-13.109,1,0.0412,0.51,0,0.868,0.878,145.393,217600,4,0,0,1,8,44,68,3,4,19
Someone Who Cares,KENNY ROGERS &amp; THE FIRST EDITION,3/20/71,107,51,8,13,37606,0.384,0.272,0,-12.262,1,0.0258,0.838,0.00408,0.112,0.192,89.834,156600,3,0,0,0,3,19,44,0,1,3
